input,time,task,horizon,mae,mse,rmse,r2,accuracy,precission,recall,F1,MCC,bce,WS-dist
corr,-100,regression,day1,0.007812182458901098,0.00011572515924645571,0.01075756288600981,0.8187631092813986,,,,,,,0.0031121536144705837
corr,-100,regression,day5,0.006361069389355988,7.262294900124304e-05,0.0085219099385785,0.8141418114586717,,,,,,,0.0013224711940460388
corr,-100,regression,day20,0.014007893061818402,0.0006295290744978111,0.025090417981727828,0.5111380811641317,,,,,,,0.010057917973303125
corr,-120,regression,day1,0.006969019675148512,9.78018103275882e-05,0.009889479780432751,0.7861550604796634,,,,,,,0.002867687495146741
corr,-120,regression,day5,0.005648624487190876,6.161051396308974e-05,0.007849236521031184,0.8232596629103484,,,,,,,0.001557214108014947
corr,-120,regression,day20,0.005659359072579345,6.303249113144605e-05,0.007939300418263944,0.8106253094036109,,,,,,,0.0008446284904276984
corr,-20,regression,day1,0.01576790988907435,0.00037120395728047973,0.019266654023999075,-0.22123268528962692,,,,,,,0.008294787134014185
corr,-20,regression,day5,0.010370435258075942,0.0001781719708437804,0.013348107388082417,0.592623265623917,,,,,,,0.0029260163269503917
corr,-20,regression,day20,0.009147340520783089,0.00018032574279538247,0.01342854209493281,0.6573551347577684,,,,,,,0.00305236981275943
corr,-40,regression,day1,0.007336471762794936,8.403048794010028e-05,0.009166814492510486,0.7037659264699653,,,,,,,0.005264542038740836
corr,-40,regression,day5,0.008987188375493723,0.00012334025177577275,0.01110586564729525,0.549312267802192,,,,,,,0.005862848427588749
corr,-40,regression,day20,0.01034539586301146,0.0001648636957221807,0.01283992584566518,0.47405955522438326,,,,,,,0.007089814472967926
corr,-60,regression,day1,0.009237279432655444,0.0002063984251520053,0.014366573187507357,0.6147548185154551,,,,,,,0.0042678796747344806
corr,-60,regression,day5,0.012215035790592441,0.0003383019205268263,0.01839298563384494,0.612395991367633,,,,,,,0.0032258847610250573
corr,-60,regression,day20,0.011710882994679319,0.0002635361435875602,0.016233796339352055,0.5922277532800279,,,,,,,0.0032704067127633466
corr,-80,regression,day1,0.0691614946312291,0.006058186182431228,0.07783435091546166,-2.945641189884076,,,,,,,0.06905084397791256
corr,-80,regression,day5,0.031145269569755253,0.0018374253400271498,0.042865199638251424,0.12070958713255442,,,,,,,0.023519661906118323
corr,-80,regression,day20,0.01668374901324517,0.0006666591492050138,0.02581974339928679,0.420495120022057,,,,,,,0.007241175501190615
corr,0,regression,day1,0.010334703116487372,0.0002435434205551799,0.01560587775663964,0.31861958578256344,,,,,,,0.0047337141630916305
corr,0,regression,day5,0.008556631295354142,0.00016608267027596295,0.012887306556296508,0.5735338844113738,,,,,,,0.00424976095989685
corr,0,regression,day20,0.008111826366561563,0.0001391068181199954,0.011794355349911897,0.6701852833315947,,,,,,,0.003576169706308577
corr,-100,classification,day1,,,,,0.9585253596305847,0.8846153846153846,0.9387755102040817,0.9108910891089109,0.8845578315986792,0.11991487443447113,
corr,-100,classification,day5,,,,,0.9308755993843079,0.8989010989010989,0.9337899543378996,0.916013437849944,0.8577669054044735,0.16556596755981445,
corr,-100,classification,day20,,,,,0.9018433094024658,0.9221774193548387,0.9075396825396825,0.9148,0.7991988732670605,0.22655290365219116,
corr,-120,classification,day1,,,,,0.9539170265197754,0.825,0.9166666666666666,0.868421052631579,0.8422960830820514,0.09401743859052658,
corr,-120,classification,day5,,,,,0.9096774458885193,0.8836104513064132,0.8836104513064132,0.8836104513064132,0.8098152705835218,0.2106877863407135,
corr,-120,classification,day20,,,,,0.9131336212158203,0.9123376623376623,0.8869016307206733,0.8994398506268338,0.8232665440984651,0.19703668355941772,
corr,-20,classification,day1,,,,,0.9769585132598877,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7586368334335212,0.11703448742628098,
corr,-20,classification,day5,,,,,0.9059907793998718,0.8173076923076923,0.9289617486338798,0.8695652173913043,0.8005380031473764,0.271646112203598,
corr,-20,classification,day20,,,,,0.8788018226623535,0.865625,0.861139896373057,0.8633766233766234,0.7544834716299396,0.3119771182537079,
corr,-40,classification,day1,,,,,0.940092146396637,1.0,0.7719298245614035,0.8712871287128713,0.844939960687513,0.1394483745098114,
corr,-40,classification,day5,,,,,0.9115207195281982,0.975103734439834,0.8483754512635379,0.9073359073359073,0.8307732991297708,0.20663800835609436,
corr,-40,classification,day20,,,,,0.8944700360298157,0.9631363370392042,0.8064674179323861,0.8778666666666667,0.7958528575493509,0.25137579441070557,
corr,-60,classification,day1,,,,,0.9078341126441956,0.8235294117647058,0.9333333333333333,0.875,0.8064010494414774,0.22949974238872528,
corr,-60,classification,day5,,,,,0.9419354796409607,0.9398663697104677,0.9213973799126638,0.9305402425578831,0.880795441877877,0.15871454775333405,
corr,-60,classification,day20,,,,,0.913364052772522,0.9227078891257996,0.882262996941896,0.9020323084940073,0.8251137247962748,0.2095431685447693,
corr,-80,classification,day1,,,,,0.921658992767334,0.32,1.0,0.48484848484848486,0.5421911949359088,0.2692137062549591,
corr,-80,classification,day5,,,,,0.8073732852935791,0.6632231404958677,0.8746594005449592,0.754406580493537,0.6164089498744513,0.43180567026138306,
corr,-80,classification,day20,,,,,0.8769585490226746,0.8494921514312096,0.8984375,0.8732795443758898,0.7550088669393353,0.289503812789917,
corr,0,classification,day1,,,,,0.921658992767334,0.975,0.9230769230769231,0.9483282674772037,0.7919782397034294,0.1649876981973648,
corr,0,classification,day5,,,,,0.9013825058937073,0.9221014492753623,0.8883071553228621,0.9048888888888889,0.8031737706420841,0.22142018377780914,
corr,0,classification,day20,,,,,0.9101382493972778,0.9320099255583126,0.8812763960581886,0.9059334298118669,0.8212226948059168,0.19938518106937408,
DSE,-100,regression,day1,0.007826167169393742,0.00011468785944543972,0.010709241777336046,0.8203876219794438,,,,,,,0.004408217195422647
DSE,-100,regression,day5,0.005906479313446026,6.599006161819087e-05,0.008123426716490453,0.8311168372703006,,,,,,,0.0027737259971262356
DSE,-100,regression,day20,0.013640433152642711,0.0006133630088240268,0.024766166615445895,0.52369186812245,,,,,,,0.0095928586835165
DSE,-120,regression,day1,0.0081606998425791,0.00012412072258984869,0.011140948011271244,0.7286084140309677,,,,,,,0.004187851783375187
DSE,-120,regression,day5,0.0060385329137955055,6.768944985556601e-05,0.008227359835060457,0.8058211916223748,,,,,,,0.002055972551918341
DSE,-120,regression,day20,0.006267609089932537,7.188795125716131e-05,0.00847867626797729,0.7840199826698344,,,,,,,0.0023409149663277183
DSE,-20,regression,day1,0.022599416185912328,0.0006580968604377835,0.025653398613785728,-1.165088438014263,,,,,,,0.020232026104621426
DSE,-20,regression,day5,0.010987756343625381,0.0002264694539169663,0.015048902083440051,0.4821947238069231,,,,,,,0.005452276102492429
DSE,-20,regression,day20,0.00964915744240534,0.00020039314546446026,0.014156028590832256,0.6192241814245552,,,,,,,0.004689683389560631
DSE,-40,regression,day1,0.01628330147664149,0.0003606758152397559,0.018991466905948995,-0.2714964364886392,,,,,,,0.015351805761727844
DSE,-40,regression,day5,0.013807817024248515,0.00026527732458866114,0.016287336325767364,0.030671381799062702,,,,,,,0.012396712652318715
DSE,-40,regression,day20,0.015585129625320862,0.0003383358628798193,0.018393908308997828,-0.07934323215959327,,,,,,,0.013893886198808101
DSE,-60,regression,day1,0.0099973632465337,0.00018469762783661595,0.01359035054134425,0.655259621756902,,,,,,,0.0027994733720501297
DSE,-60,regression,day5,0.01594529221229942,0.0004463786908797632,0.021127675946013637,0.4885687622357302,,,,,,,0.005758982982352738
DSE,-60,regression,day20,0.013348303170239674,0.0003435450471046103,0.0185349682250769,0.46842913537276853,,,,,,,0.002246275429832113
DSE,-80,regression,day1,0.07133727450941316,0.006451759247030673,0.08032284386792261,-3.2019717231740383,,,,,,,0.07025800722440842
DSE,-80,regression,day5,0.032693243442531175,0.001990670089871423,0.04461692604686503,0.04737510304497328,,,,,,,0.024224737579101395
DSE,-80,regression,day20,0.01643009006408617,0.0006864998671162996,0.02620114247731002,0.4032482362650922,,,,,,,0.007884425903319017
DSE,0,regression,day1,0.01279154144439407,0.0003783039440096911,0.019450037121036327,-0.058410436552977174,,,,,,,0.008311625224107829
DSE,0,regression,day5,0.008477851907711484,0.00016248999214853814,0.012747156237708007,0.5827591424290661,,,,,,,0.003275954930047208
DSE,0,regression,day20,0.008286928199858958,0.00013705943556696008,0.0117072385969946,0.6750395162568182,,,,,,,0.0021934630546628794
DSE,-100,classification,day1,,,,,0.9585253596305847,0.9347826086956522,0.8775510204081632,0.9052631578947369,0.8794669908978351,0.11219847947359085,
DSE,-100,classification,day5,,,,,0.9354838728904724,0.9181818181818182,0.9223744292237442,0.9202733485193622,0.8661005928602035,0.1602899581193924,
DSE,-100,classification,day20,,,,,0.9029954075813293,0.924726831242412,0.9067460317460317,0.9156481667000601,0.8017648720764512,0.22400322556495667,
DSE,-120,classification,day1,,,,,0.9585253596305847,0.8648648648648649,0.8888888888888888,0.8767123287671232,0.8519027299413586,0.08510082215070724,
DSE,-120,classification,day5,,,,,0.8995391726493835,0.8919597989949749,0.8432304038004751,0.8669108669108669,0.7871324680828148,0.20837236940860748,
DSE,-120,classification,day20,,,,,0.9096774458885193,0.9085002707092582,0.8826933193056287,0.8954108858057631,0.8162213340336456,0.199655219912529,
DSE,-20,classification,day1,,,,,0.9769585132598877,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7586368334335212,0.06218424439430237,
DSE,-20,classification,day5,,,,,0.9170507192611694,0.8631578947368421,0.8961748633879781,0.8793565683646113,0.816522079921453,0.21437369287014008,
DSE,-20,classification,day20,,,,,0.9069124460220337,0.8799800796812749,0.9155440414507772,0.8974098527171153,0.8128089321416756,0.2352057248353958,
DSE,-40,classification,day1,,,,,0.9447004795074463,0.9090909090909091,0.8771929824561403,0.8928571428571429,0.8558539496465523,0.15251843631267548,
DSE,-40,classification,day5,,,,,0.9373272061347961,0.95,0.9259927797833934,0.9378427787934186,0.8749579621230817,0.15863455832004547,
DSE,-40,classification,day20,,,,,0.92580646276474,0.9369598373157092,0.9029887310142087,0.9196606786427146,0.8512837619891143,0.17768938839435577,
DSE,-60,classification,day1,,,,,0.9078341126441956,0.9230769230769231,0.8,0.8571428571428571,0.7940316477488363,0.21867838501930237,
DSE,-60,classification,day5,,,,,0.9271889328956604,0.9656019656019657,0.8580786026200873,0.9086705202312139,0.8525716184711521,0.1893111616373062,
DSE,-60,classification,day20,,,,,0.9152073860168457,0.9398454746136865,0.8679918450560652,0.9024907260201378,0.8297389958316336,0.20810849964618683,
DSE,-80,classification,day1,,,,,0.8663594722747803,0.21621621621621623,1.0,0.35555555555555557,0.43152627157222806,0.36072397232055664,
DSE,-80,classification,day5,,,,,0.8313363790512085,0.7044444444444444,0.8637602179836512,0.7760097919216646,0.6515788754698113,0.45902299880981445,
DSE,-80,classification,day20,,,,,0.865898609161377,0.861439842209073,0.85302734375,0.8572129538763493,0.7308381470327192,0.3178330063819885,
DSE,0,classification,day1,,,,,0.9308755993843079,0.98125,0.9289940828402367,0.9544072948328267,0.8172071413498834,0.15988244116306305,
DSE,0,classification,day5,,,,,0.90506911277771,0.9384328358208955,0.8778359511343804,0.9071235347159603,0.8121546268267433,0.2248201072216034,
DSE,0,classification,day20,,,,,0.9126728177070618,0.9375624375624375,0.8808071328015017,0.9082990563755141,0.8265681645662651,0.20454533398151398,
